,,headline,pub_date,snippet,web_url
0,637,"Review: ‘Sharknado 3,’ on Syfy, Endangers the East Coast",2015-07-20T00:00:00Z,"Ian Ziering reprised his hero role in the latest &#8220;Sharknado&#8221; film, one of several this summer on Syfy.",https://www.nytimes.com/2015/07/20/arts/television/review-sharknado-3-on-syfy-endangers-the-east-coast.html
0,638,Spare Times for Children Listings for Aug. 19-25,2016-08-19T04:00:00+0000,"A select guide to cultural events for children, teenagers and families.",https://www.nytimes.com/2016/08/19/arts/spare-times-for-children-listings-for-aug-19-25.html
0,639,An Expert in Disaster,2014-08-07T23:32:52+0000,The director Steven Quale brings his expertise in orchestrating destruction to “Into the Storm.”,https://www.nytimes.com/2014/08/08/movies/tornadoes-target-a-town-in-into-the-storm.html
0,640,What&#8217;s On TV Sunday,2015-05-31T00:00:00Z,Television highlights.,https://www.nytimes.com/2015/05/31/arts/television/whats-on-tv-sunday.html
0,641,"When Derek Walcott Staked His Claim on English Poetry, He Brought a Tiny Island With Him",2017-12-28T09:46:02+0000,"When the poet claimed his place on the world stage, he took a tiny island with him.",https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-derek-walcott.html
0,642,"Dick Gregory, Legendary Comic, Put Civil Rights Above All Else",2017-12-28T09:36:02+0000,He chose standing up for black people over stand-up.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-dick-gregory.html
0,643,Jane Juska Embraced Her Eroticism in Her 60s,2017-12-28T09:35:02+0000,She transcended a strict upbringing and embraced her eroticism in her 60s.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-jane-juska.html
0,644,Scientists Warn to Expect More Weather Extremes,2015-05-28T00:00:00Z,"It was not long ago that Texas was dealing with a searing drought, but now its residents are more likely to be seeking divine intervention for a little sunshine.",https://www.nytimes.com/2015/05/28/us/scientists-warn-to-expect-more-weather-extremes.html
0,645,American Teenager Reaches Semifinals in Juniors,2013-09-06T22:08:19Z,Tornado Black will face the German Antonia Lottner in the girls semifinals.,https://straightsets.blogs.nytimes.com/2013/09/06/american-teenager-reaches-semifinals-in-juniors/
0,646,Cheo Found Solace in the Mountains of Puerto Rico,2017-12-28T09:46:02+0000,The mainland disappointed him. Puerto Rico was his home.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-cheo.html
0,647,Maggie Roche’s Songs Were Full of Harmony and Connection. Her Life Was Far More Private.,2017-12-28T09:37:02+0000,The songs she sang with her sisters were full of joy and harmony — the exact things she struggled to wring out of life.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-maggie-roche.html
0,648,Even a President’s Clemency Couldn’t Save DeMarlon Thomas,2017-12-28T09:35:02+0000,Even a president’s clemency couldn’t save him.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-demarlon-thomas.html
0,649,Mary Tyler Moore Defined the Idea of the Working Woman,2017-12-28T09:30:02+0000,She defined the idea of women in the workplace — while constantly in search of herself.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-mary-tyler-moore.html
0,650,S. Allen Counter’s Mission to Desegregate History Itself,2017-12-28T09:42:02+0000,He walked in the footsteps of a black explorer who was forgotten by time.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-s-allen-counter.html
0,651,Irina Ratushinskaya and How to Be Free in the Gulags,2017-12-28T09:30:02+0000,How to be free in the gulag.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-irina-ratushinskaya.html
0,652,Joseph Nicolosi’s Life Traced the Rise and Fall of the Ex-Gay Movement,2017-12-28T09:30:02+0000,His life traced the rise and fall of the ex-gay movement.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-joseph-nicolosi.html
0,653,"Dr. Sarno, at War With The Medical Establishment and His Own Body",2017-12-28T09:31:02+0000,At war with the medical establishment — and his own body.,https://www.nytimes.com/interactive/2017/12/28/magazine/the-lives-they-lived-john-sarno.html
0,654,Tornado Videos From Queens and Brooklyn,2012-09-08T21:31:54Z,"Two tornadoes ripped through parts of Brooklyn and Queens, causing as much bemusement as terror among New Yorkers unaccustomed to such aggressive weather.",https://cityroom.blogs.nytimes.com/2012/09/08/tornado-video-from-brooklyn-and-queens/
0,655,Flight or Fright,2015-08-02T00:00:00Z,"Sara Paretsky’s crusading private eye, V.I. (Vic) Warshawski, returns in “Brush Back.”",https://www.nytimes.com/2015/08/02/books/review/flight-or-fright.html
0,656,Tornado and Flooding Pound Southern Spain,2012-09-30T00:00:00Z,"A tornado damaged several rides and cut electricity in a temporary fair set up in the main square of Gandia on Friday, according to its town hall Web site.",https://www.nytimes.com/2012/09/30/world/europe/tornado-and-flooding-pound-southern-spain.html
0,657,Cleaning Up Tornado Mess: Exhaustion Along With Relief,2012-09-10T00:00:00Z,"While the two tornadoes that hit Breezy Point, Queens, and Canarsie, Brooklyn, caused no serious injuries, property owners had plenty of debris to throw out.",https://www.nytimes.com/2012/09/10/nyregion/tornado-survivors-clean-up-mess-in-brooklyn-and-queens.html
0,658,Taking Stock After a Disaster,2014-10-05T00:00:00Z,Michael Pelonero brings personal experience to his job of conducting home inventories after natural disasters. He lost his own home in Hurricane Ike in 2008.,https://www.nytimes.com/2014/10/05/jobs/taking-stock-after-a-disaster.html
0,659,"For the Author Lauren Redniss, No Such Thing as Bad Weather ",2015-10-27T00:00:00Z,"The author of the new book “Thunder & Lightning” traveled to far-flung places to research the beauty, wonder and science of weather.",https://www.nytimes.com/2015/10/27/books/for-author-lauren-redniss-no-such-thing-as-bad-weather.html
0,660,Why No Safe Room to Run To? Cost and Plains Culture,2013-05-22T00:00:00Z,"In states like Oklahoma and Missouri, tornadoes are a seasonal threat, but government regulation and the expense of shelters rankle.",https://www.nytimes.com/2013/05/22/us/shelter-requirements-resisted-in-tornado-alley.html
0,661,RAF jets set for Iraq surveillance mission,2014-08-13T06:27:51Z,RAF Tornado jets to carry out surveillance to support the delivery of aid to refugees trapped on mountains in northern Iraq. Sarah Toms reports.,https://www.nytimes.com/video/multimedia/100000003053315/raf-jets-set-for-iraq-surveillance-mission.html
0,662,Bob Dylan’s Secret Archive,2016-03-06T05:00:00Z,"The musician’s private trove, which had been little more than a rumor, has been acquired for an estimated $15 million to $20 million.",https://www.nytimes.com/2016/03/06/arts/music/bob-dylans-secret-archive.html
0,663,Living With Cancer: Curses and Blessings,2015-07-16T12:44:31Z,"As a cancer patient, I see-saw between irritability and elation, depression and euphoria, like someone with bipolar disorder.",https://well.blogs.nytimes.com/2015/07/16/living-with-cancer-curses-and-blessings/
0,664,"John McEnroe Saw Talent, and Now Ingrid Neel Is Fulfilling a Dream",2015-09-05T00:00:00Z,"Neel, 17, who impressed McEnroe at age 12, lost a second-round women’s doubles match at the United States Open.",https://www.nytimes.com/2015/09/05/sports/tennis/john-mcenroe-saw-talent-and-now-teenager-is-fulfilling-us-open-dream.html
0,665,Kids Draw the News: Tornadoes in New York,2012-09-13T11:02:14Z,"The new ""Kids Draw the News"" assignment: tornadoes that hit the city last week. Also, the results of the last assignment: Peacock on the Loose.",https://cityroom.blogs.nytimes.com/2012/09/13/kids-draw-the-news-tornadoes-in-new-york-city/
0,666,Missouri Governor Jay Nixon’s Legacy Firmly Linked to Ferguson,2015-09-24T00:00:00Z,"As Mr. Nixon’s days in office wind down, he is studying the broad policy changes recommended by the Ferguson Commission.",https://www.nytimes.com/2015/09/24/us/missouri-governor-jay-nixons-legacy-firmly-linked-to-ferguson.html
0,667,Spare Times for Children Listings for July 8-14,2016-07-08T00:00:00Z,,https://www.nytimes.com/2016/07/08/arts/spare-times-for-children-listings-for-july-8-14.html
0,668,Spare Times for Children Listings for July 1-7,2016-07-01T00:00:00Z,,https://www.nytimes.com/2016/07/01/arts/spare-times-for-children-listings-for-july-1-7.html
0,669,Women’s World Cup: United States Defeats China With a Flick of the Head and a Flip of the Mood,2015-06-27T01:28:02+0000,"Carli Lloyd’s goal on a leaping header in the 51st minute gave the Americans a jolt of confidence as they advanced to the semifinals, where they will face Germany.",https://www.nytimes.com/2015/06/27/sports/soccer/womens-world-cup-united-states-defeats-china-to-reach-semifinals.html
0,670,Spare Times for Children Listings for July 22-28,2016-07-22T00:00:00Z,"A select guide to cultural events for children, teenagers and families.",https://www.nytimes.com/2016/07/22/arts/spare-times-for-children-listings-for-july-22-28.html
0,671,The Walking Dead' Recap: On the Road Again,2015-02-15T22:01:55Z,On Monday the survivors mourned recent losses and met a mysterious stranger.,https://artsbeat.blogs.nytimes.com/2015/02/15/the-walking-dead-recap-2/
0,672,"On the Road to &#8216;the One,&#8217; Sometimes, a Rest Stop",2014-11-09T00:00:00Z,"Love is not a product of waiting, of being patient, but is instead a rest stop, perhaps one of many, where we decide, for however long, to stay.",https://www.nytimes.com/2014/11/09/fashion/Modern-Love-on-the-road-to-the-one-sometimes-a-rest-stop.html
0,673,Tornadoes and Eunuchs on the Really Big Screen,2012-08-30T23:33:28+0000,"“Flying Swords of Dragon Gate,” directed and written by Tsui Hark, is a remake of a remake of a martial-arts classic, but the technology is novel for the genre.",https://www.nytimes.com/2012/08/31/movies/flying-swords-of-dragon-gate-with-jet-li.html
0,674,Mississippi’s Recovery After Katrina Holds Lessons for Policy Makers,2015-08-29T00:00:00Z,"Mississippi, which was directly hit by the hurricane, has proved a test case for officials trying to determine how to split up resources and whom to give government help.",https://www.nytimes.com/2015/08/29/us/mississippis-recovery-after-hurricane-katrina-holds-lessons-for-policy-makers.html
0,675,A Flushing Meadows Chronicler of Soccer and Immigration,2015-06-13T00:00:00Z,"Luis Muñoz, 82, is the last in a long line of photographers selling weekend soccer players in Flushing Meadows-Corona Park photos of themselves.",https://www.nytimes.com/2015/06/13/nyregion/a-flushing-meadows-chronicler-of-soccer-and-immigration.html
0,676,Images of the Tornado,2012-09-09T04:28:48+0000,"Photographers and readers captured images of the storm that struck Queens and Brooklyn, and the people — lifeguards and tennis fans — who were affected.",https://www.nytimes.com/slideshow/2012/09/09/nyregion/20120909_STORM.html
0,677,"Corrections: October 21, 2014",2014-10-21T00:00:00Z,"Corrections appearing in print on Tuesday, October 21, 2014.",https://www.nytimes.com/2014/10/21/pageoneplus/corrections-october-21-2014.html
0,678,A Mathematical Thriller and an Exhibition of What Could Go Wrong,2014-10-28T00:00:00Z,"Upcoming events include a thriller about a British mathematician, an exhibition on the science of natural disasters and a musical about the many worlds of the physicist Hugh Everett III.",https://www.nytimes.com/2014/10/28/science/a-mathematical-thriller-and-an-exhibition-of-what-could-go-wrong.html
0,679,"‘The Alex Crow,’ by Andrew Smith",2015-04-10T13:00:06+0000,A strange summer camp is the scene for an exposé of male-dominated society in this young adult novel.,https://www.nytimes.com/2015/04/12/books/review/the-alex-crow-by-andrew-smith.html
0,680,"A Special-Needs Parent Against My Will, Learning My Own Adaptive Lesson",2015-05-31T08:35:30Z,"People warned me that I would cry at my daughter’s first adaptive ballet recital, but they didn’t say why.",https://parenting.blogs.nytimes.com/2015/05/31/a-special-needs-parent-against-my-will-learning-my-own-adaptive-lesson/
0,681,When Good News Is No News,2015-04-30T00:29:37+0000,There&#8217;s more than one way to judge a judge.,https://www.nytimes.com/2015/04/30/opinion/gail-collins-when-good-news-is-no-news.html
1,682,Storms Carve Deadly Path Through South and Midwest,2014-04-29T00:00:00Z,"For Vilonia, Ark., the tornado that touched down on Sunday was a nightmare revisited: Nearly three years ago to the day, another twister swept through the city.",https://www.nytimes.com/2014/04/29/us/string-of-deadly-storms-hits-across-midwest-and-south.html
0,683,Spare Times for Children Listings for June 24-30,2016-06-24T00:00:00Z,,https://www.nytimes.com/2016/06/24/arts/spare-times-for-children-listings-for-june-24-30.html
